RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName
34213,74,Sylmar,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
113886,75,Boyle Heights,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
47651,76,Sharpstown,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
275950,77,West,Neighborhood,TX,TX,Arlington,Dallas-Fort Worth-Arlington,Tarrant County
46795,78,North Hollywood,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
54300,79,San Pedro,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
274756,80,North Valley,Neighborhood,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County
115003,81,Evergreen,Neighborhood,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County
268236,82,Koreatown,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
48570,83,Woodland Hills,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
403553,84,Eldridge - West Oaks,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
27080,85,Sherman Oaks,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
40215,86,Pacoima,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
196538,87,Murray Hill,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County
403117,88,Little Village,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
270318,89,North Raleigh,Neighborhood,NC,NC,Raleigh,Raleigh,Wake County
343228,90,Southwest,Neighborhood,CA,CA,Chula Vista,San Diego-Carlsbad,San Diego County
37739,91,Canyon Country,Neighborhood,CA,CA,Santa Clarita,Los Angeles-Long Beach-Anaheim,Los Angeles County
116625,92,Mira Mesa,Neighborhood,CA,CA,San Diego,San Diego-Carlsbad,San Diego County
118872,93,West Anaheim,Neighborhood,CA,CA,Anaheim,Los Angeles-Long Beach-Anaheim,Orange County
18071,94,Far Rockaway,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County
273757,95,Forest Hills,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County
273348,96,Cordova-Appling,Neighborhood,TN,TN,Memphis,Memphis,Shelby County
343868,97,Northwest Raleigh,Neighborhood,NC,NC,Raleigh,Raleigh,Wake County
48200,98,Valencia,Neighborhood,CA,CA,Santa Clarita,Los Angeles-Long Beach-Anaheim,Los Angeles County
276023,99,Westlake,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
40548,100,Reseda,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
275173,101,Ridgewood,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County
232166,102,Clear Lake,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
271326,103,Central Southwest,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
271503,104,Northeast,Neighborhood,TX,TX,El Paso,El Paso,El Paso County
403169,106,West Rogers Park,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
270829,107,East Village,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County
275424,108,South Dorchester,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County
197044,109,Park Slope,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County
273973,110,Hickory Ridge-South Riverdale,Neighborhood,TN,TN,Memphis,Memphis,Shelby County
403558,111,South Belt - Ellington,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
13176,112,Panorama City,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
274117,113,Jackson Heights,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County
238122,114,Greater Fondren Southwest,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
343869,115,Northeast Raleigh,Neighborhood,NC,NC,Raleigh,Raleigh,Wake County
273167,116,Cedar Crest,Neighborhood,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County
246678,117,Princess Anne,Neighborhood,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City
275471,118,Southeast Colorado Springs,Neighborhood,CO,CO,Colorado Springs,Colorado Springs,El Paso County
274526,120,Midtown,Neighborhood,TN,TN,Memphis,Memphis,Shelby County
270886,121,Midwood,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County
273177,122,Centennial Hills,Neighborhood,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County
273540,123,East Colorado Springs,Neighborhood,CO,CO,Colorado Springs,Colorado Springs,El Paso County
45032,124,East Elmhurst,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County
274771,125,Northeast Colorado Springs,Neighborhood,CO,CO,Colorado Springs,Colorado Springs,El Paso County
403215,126,Gravesend,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County
403542,127,Kingwood,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
193182,128,Bath Beach,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County
276107,129,Oak Cliff,Neighborhood,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County
273201,130,Central Colorado Springs,Neighborhood,CO,CO,Colorado Springs,Colorado Springs,El Paso County
268548,131,Valley Glen,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
26352,132,Ozone Park,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County
403541,133,Northside-Northline,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
124381,134,Flagami,Neighborhood,FL,FL,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County
276128,135,Richmond Hill,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County
13017,136,North Hills,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
276151,137,Woodward Park,Neighborhood,CA,CA,Fresno,Fresno,Fresno County
193526,138,Brownsville,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County
274415,139,Flatlands,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County
13094,140,Okolona,Neighborhood,KY,KY,Louisville,Louisville/Jefferson County,Jefferson County
112261,141,Laveen,Neighborhood,AZ,AZ,Phoenix,Phoenix-Mesa-Scottsdale,Maricopa County
269072,142,Little Havana,Neighborhood,FL,FL,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County
273860,143,Gramercy,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County
403120,144,South Austin,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
275707,145,The Heights,Neighborhood,NJ,NJ,Jersey City,New York-Newark-Jersey City,Hudson County
343215,146,Tremont,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County
276446,147,Mclane,Neighborhood,CA,CA,Fresno,Fresno,Fresno County
54232,148,Roxbury,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County
267912,149,Central City,Neighborhood,AZ,AZ,Phoenix,Phoenix-Mesa-Scottsdale,Maricopa County
274056,150,Hoover,Neighborhood,CA,CA,Fresno,Fresno,Fresno County
274346,151,Lone Mountain,Neighborhood,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County
117224,152,Parkway,Neighborhood,CA,CA,Sacramento,Sacramento--Roseville--Arden-Arcade,Sacramento County
403217,153,Kensington,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County
269566,154,Albany Park,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
48516,155,Wilmington,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
274230,156,Lake Highlands,Neighborhood,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County
30731,157,Canoga Park,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
267926,158,Encanto,Neighborhood,AZ,AZ,Phoenix,Phoenix-Mesa-Scottsdale,Maricopa County
269609,159,Uptown,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
118920,160,Westwood,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
229214,161,Raleigh,Neighborhood,TN,TN,Memphis,Memphis,Shelby County
244707,162,Kempsville,Neighborhood,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City
269589,163,Lake View,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
273794,164,Fresno High Roeding,Neighborhood,CA,CA,Fresno,Fresno,Fresno County
273197,165,Central City,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
343221,166,Bedford Park,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County
276646,167,West,Neighborhood,CA,CA,Fresno,Fresno,Fresno County
275115,168,Queens Village,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County
273674,169,Fairgrounds,Neighborhood,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County
343204,170,Mott Haven,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County
269605,171,Rogers Park,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
111617,172,Casas Adobes,Neighborhood,AZ,AZ,Tucson,Tucson,Pima County
5837,173,Maspeth,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County
193189,174,Bay Ridge,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County
343213,175,University Heights,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County
343244,176,Northwest,Neighborhood,CA,CA,Chula Vista,San Diego-Carlsbad,San Diego County
274765,177,Northeast Anaheim,Neighborhood,CA,CA,Anaheim,Los Angeles-Long Beach-Anaheim,Orange County
274510,178,Michael Way,Neighborhood,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County
271411,179,Greater Uptown,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
403538,180,Golfcrest - Bellfort - Reveille,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
115609,181,Highland Park,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
268384,182,Outer Sunset,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County
214232,183,Oxford Circle,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County
31817,184,Granada Hills,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
114074,185,Cambrian Park,Neighborhood,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County
274835,186,Oak Lawn,Neighborhood,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County
118673,187,University City,Neighborhood,CA,CA,San Diego,San Diego-Carlsbad,San Diego County
199091,188,Woodside,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County
270850,189,Hamilton Heights,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County
269228,190,Alameda - West Flagler,Neighborhood,FL,FL,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County
267919,191,Desert View,Neighborhood,AZ,AZ,Phoenix,Phoenix-Mesa-Scottsdale,Maricopa County
37309,192,Bayside,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County
275492,193,Southwest,Neighborhood,TX,TX,Arlington,Dallas-Fort Worth-Arlington,Tarrant County
117557,194,Rancho Penasquitos,Neighborhood,CA,CA,San Diego,San Diego-Carlsbad,San Diego County
27987,195,Winnetka,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
403528,196,Woodlake - Briarmeadow,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
275609,197,Summerlin North,Neighborhood,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County
273496,198,Downtown,Neighborhood,TN,TN,Memphis,Memphis,Shelby County
32368,199,Lake Balboa,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
271467,200,Memorial,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
51906,201,Encino,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
189019,202,Greenville,Neighborhood,NJ,NJ,Jersey City,New York-Newark-Jersey City,Hudson County
276254,203,Chelsea,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County
343214,204,Fordham,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County
269571,206,Gresham,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
273040,207,Brighton Park,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
276450,208,Mid City West,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
46793,209,North Highlands,Neighborhood,CA,CA,Sacramento,Sacramento--Roseville--Arden-Arcade,Sacramento County
275496,210,Southwest Anaheim,Neighborhood,CA,CA,Anaheim,Los Angeles-Long Beach-Anaheim,Orange County
268621,211,Briargate,Neighborhood,CO,CO,Colorado Springs,Colorado Springs,El Paso County
275620,212,Sunnyside,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County
46736,213,Newbury Park,Neighborhood,CA,CA,Thousand Oaks,Oxnard-Thousand Oaks-Ventura,Ventura County
154795,214,Jamaica Plain,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County
273140,215,Carmel Valley,Neighborhood,CA,CA,San Diego,San Diego-Carlsbad,San Diego County
195133,216,Greenwich Village,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County
117183,217,Palms,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
193974,218,Coney Island,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County
114914,219,El Sereno,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
123423,220,Allapattah,Neighborhood,FL,FL,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County
154399,222,East Boston,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County
247145,223,Salem,Neighborhood,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City
269588,224,Jefferson Park,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
403556,225,Briarforest Area,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
272756,226,Almaden Valley,Neighborhood,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County
274724,227,North Ironbound,Neighborhood,NJ,NJ,Newark,New York-Newark-Jersey City,Essex County
275127,228,Rancho Bernardo,Neighborhood,CA,CA,San Diego,San Diego-Carlsbad,San Diego County
57348,229,Kew Gardens Hills,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County
214146,230,Olney,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County
275083,231,Portage Park,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
275470,232,Southeast Anaheim,Neighborhood,CA,CA,Anaheim,Los Angeles-Long Beach-Anaheim,Orange County
403545,233,Oak Forest - Garden Oaks,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
275845,234,Valley High-North Laguna,Neighborhood,CA,CA,Sacramento,Sacramento--Roseville--Arden-Arcade,Sacramento County
37575,235,Brighton,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County
6719,236,Rego Park,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County
274697,237,North Cheyenne,Neighborhood,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County
116415,238,Mar Vista,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
271417,239,Gulfton,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
268938,240,Coral Way,Neighborhood,FL,FL,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County
270903,241,Ocean Parkway,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County
343216,242,Morris Heights,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County
403210,243,Melrose,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County
271406,244,Greater Greenspoint,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
343211,244,Parkchester,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County
274680,246,North,Neighborhood,TX,TX,Arlington,Dallas-Fort Worth-Arlington,Tarrant County
273594,248,Edenvale - Seven Trees,Neighborhood,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County
272874,250,Bay Area,Neighborhood,TX,TX,Corpus Christi,Corpus Christi,Nueces County
403211,251,Longwood,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County
276351,252,Greater Heights,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
118849,253,Watts,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
49994,254,Woodhaven,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County
273930,255,Harbor Gateway,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
276537,256,River Oaks-Kirby-Balmoral,Neighborhood,TN,TN,Memphis,Memphis,Shelby County
271495,257,North Dallas,Neighborhood,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County
274517,258,Mid Wilshire,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
269607,259,South Loop,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
271282,260,Addicks Park Ten,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
269585,261,Humboldt Park,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
274552,262,Mission,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County
343208,263,Highbridge,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County
269582,264,Gage Park,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
403213,266,Norwood,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County
271457,267,Lower Valley,Neighborhood,TX,TX,El Paso,El Paso,El Paso County
273035,268,Bridgeport,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
270891,270,Morningside Heights,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County
269578,271,Edgewater,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
273887,272,Green Valley North,Neighborhood,NV,NV,Henderson,Las Vegas-Henderson-Paradise,Clark County
26134,273,Newhall,Neighborhood,CA,CA,Santa Clarita,Los Angeles-Long Beach-Anaheim,Los Angeles County
274983,274,Parkway Village-Oakhaven,Neighborhood,TN,TN,Memphis,Memphis,Shelby County
271985,275,South End,Neighborhood,WA,WA,Tacoma,Seattle-Tacoma-Bellevue,Pierce County
241514,276,Bayside,Neighborhood,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City
403295,277,Lake View East,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
273766,278,Fort Greene,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County
276060,279,Whitestone,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County
